song_id,title,artist,year,tempo,duration,key,mode,loudness
SOFBBXV12A81C21835,Manuel's Mambo,Cal Tjader,1956,176.279,197.22404,0,1,-23.549
SOTHZUA12A8C13268A,All I Ask For (Album Version),Ill Nino,2005,91.011,219.81995,8,1,-3.67
SODLHUG12A6D4F7BB7,Hate Zone,Brand X,1977,201.006,281.52118,9,1,-13.358
SOIBRMZ12AB018AEF4,Probka (Latvia),Intars Busulis,2009,142.895,183.58812,7,0,-2.713
SOVYZIA12A8C136E0D,Assassination,Dead Prez,2000,170.081,120.86812,6,1,-6.72
SORCRQT12A8C142A5A,I Did it for You,David Cook,2008,82.282,229.45914,9,1,-3.8
SOFEIDA12A6D4FBFA5,Down On The Corner,La Portuaria,2005,99.901,155.03628,4,1,-6.611
SONEAJZ12B0CEB476A,A Visit From Drum,Liars,2006,126.46,259.05587,11,0,-8.977
SOAUNDO12AB017BFF8,More Than Words,Tom Barabas,1992,138.83,276.79302,7,1,-22.645
SOMXWZX12A58A7B385,We Do It Too,Modeselektor,2002,94.005,385.2273,1,1,-6.965
SOBBSEY12A67ADB9AA,La clé parfumée,Gabriel Yared,2006,79.685,53.31546,6,0,-23.155
SOSNZMS12A58A791D0,La Vuelta,Gustavo A. Santaolalla,1998,159.502,186.5922,4,0,-15.45
SORYSKI12AB0184790,Gief Konjunkturpaket VI,Afrob feat. Sarah,2009,180.327,258.19383,2,1,-5.319
SOEHEYS12AB0181F19,Pocket Full Of Stars,Diesel Boy,2001,181.748,152.65914,2,1,-3.478
SOWNZHB12A6701C776,The Way I Am,Eminem,2000,174.69,289.30567,7,1,-2.973
SOFCHBZ12A8C142084,Blues Do Elevador,Zeca Baleiro,2000,86.006,237.97506,9,0,-12.008
SOJARRO12AC90756C5,Hippa To Da Hoppa [Explicit Version],Ol' Dirty Bastard,1995,96.22,181.62893,5,1,-14.808
SOHQUTZ12AB0185F78,Beast In the Broch,The Lord Weird Slough Feg,2000,93.594,106.60526,10,1,-9.104
SOBQXJP12A6D4F7587,Battery Acid,Six Brown Brothers,1988,124.487,257.95873,4,1,-11.401
SOAPQCG12AB017AAAB,Just Want To See Ya,Pacha Massive,2009,140.025,241.68444,0,0,-8.948
SOLMFNE12AB018F807,No Regrets,Gob,2001,133.986,153.33832,4,1,-5.92
SOODPJI12AB0181BD8,C'est Moi,Rupa & the April Fishes,2009,165.971,251.76771,11,1,-8.592
SOEPVWS12A6D4FAFC4,Love My Way,William Orbit,1987,98.823,159.11138,1,1,-20.142
SOHAXFE12A8C13F057,About Last Night (LP Version),Vitamin C,1999,96.989,241.03138,2,1,-6.297
SOMCPKY12AB0184197,Girl From A Pawnshop,The Black Crowes,1996,119.713,404.58404,7,1,-8.087
SOLRGXU12A8C132FD7,Boogie Man,Freddie King,1973,135.951,226.06322,11,1,-14.977
SONGVVU12AB018719F,Perfection Design,Amoral,2009,139.977,238.94159,0,1,-3.394
SOFXFXN12AB01827D6,Angel Food,Steve Vai,2009,147.83,383.29424,4,1,-12.338
SOULEZE12A8C134B31,My Record Company,K's Choice,1995,161.456,222.30159,4,1,-7.3
SOKJBKQ12A8C143666,Memorabilia,Nine Inch Nails,1994,133.903,441.96526,10,0,-6.962
SOLGZCP12A8C142CD0,I Can't Quit You Baby (Live) [Never Released],The Fabulous Thunderbirds,2003,92.742,342.20363,0,1,-9.573
SODNQJO12A6310F970,Dance Hall Days,Wang Chung,1983,205.245,234.762,0,1,-12.455
SOHDMZZ12AB018AC70,Smoke! Smoke! Smoke! (That Cigarette),Tex Williams,1947,142.398,181.08036,9,1,-26.997
SOVFDZT12A8C140710,Razor,Foo Fighters,2005,126.986,287.99955,2,1,-16.372
SOLITMH12A58A78F01,Six,Faithless,2004,229.808,142.52363,5,0,-10.596
SOXKNIV12A8C132248,Le Bal Du P'tit Jardin,Gus Viseur,2005,206.454,128.93995,8,1,-16.683
SOWCEQL12AF729E70C,Close To You,Rick Astley,2005,86.971,184.55465,7,1,-8.7
SOFKTPP12A8C1385CA,Hold On,Hot Chip,2008,134.5,381.17832,7,1,-6.36
SOWHSFS12AB0183B7D,Bury You,Lollipop Lust Kill,2000,153.211,265.61261,10,0,-5.145
SOORSEW12A8C1375CB,Highland,Bill Douglas,1990,138.213,201.9522,5,1,-13.214
SONPKNE12AB0180390,Matador,Los Fabulosos Cadillacs,1993,193.575,273.78893,4,0,-10.27
SOBOPBU12AB0180EBE,Colombine,Georges Brassens,1956,59.983,115.25179,4,1,-14.562
SOPOHPD12AB017F153,It Is Us,Mudhoney,2006,152.457,211.87873,4,0,-4.309
SOJITMV12A6D4F7A00,Badd Indian,Apache Indian,1993,95.986,273.18812,8,0,-9.722
SOAAHZS12A8C143A21,Rakkauden veteraani,Kari Tapio,2009,103.244,224.7571,5,1,-8.419
SOGHNTC12AB0188168,She's So Tough,Mink DeVille,1977,109.057,166.03383,9,0,-13.589
SONQOIL12A6D4F4D47,DEFCON 4,John Frizzell,1996,176.756,108.85179,7,1,-20.373
SORGVTY12AB018349A,Surf of Syn,GWAR,1995,200.199,261.79873,8,1,-7.51
SOCNCAD12AB0187375,Hush,Mongo Santamaria,1995,175.613,366.70649,5,0,-11.257
SOFSRSS12A8C13B685,Wrong End Of The Rainbow,Ronnie Milsap,1982,69.704,242.70322,2,1,-13.558
SOFJEAL12A8C13E4C5,What's in a number & Feed me lies remixes,Theodor Zox,2007,125.009,353.17506,10,0,-11.005
SOIZDTU12AB01840C5,Soul Of A Man,Erja Lyytinen,2010,91.76,111.80363,7,1,-13.411
SOLUABP12AF72A2CD2,Alpha Beta Parking Lot,Cake,1998,189.616,210.07628,2,1,-8.522
SOCKCXC12A6D4FD052,Geek USA (Album Version),Between The Buried And Me,2006,126.773,325.11955,6,1,-5.094
SOGEONB12A8C1429C7,La fête à la prison,Oldelaf et Monsieur D,2009,145.323,296.93342,2,1,-7.817
SOCISCT12AB0180021,Aviatic,André Verchuren,1989,137.192,170.1873,7,1,-10.061
SOAGJGA12A6D4F980C,Love Is Gonna Bring Us Back Alive,Rickie Lee Jones,1989,189.524,291.57832,7,1,-19.544
SOKPCQK12A8C14038A,Can't Do Me No Good,Otis Spann,1997,86.296,141.24363,7,1,-10.401
SOCEZZL12A81C23CD9,Main Title,Jerry Goldsmith,1966,138.308,169.1424,1,1,-23.815
SOBHZOV12AF729E943,The Way It Is,Tesla,1989,161.47,390.66077,7,1,-10.478
SOMFNPC12A8C13E5FE,Tu Peux Compter Sur Moi,Bénabar,2005,134.552,188.94322,4,0,-9.224
SOYCPUY12AB018CE4D,Frisch Verliebt,Der Plan,1988,146.143,163.63057,7,1,-13.01
SODJUSQ12A8AE486C6,Missionary Man,Eurythmics,1986,124.973,269.94893,5,0,-4.357
SORLLRN12A58A7F1EE,Be With You,Beyoncé,2003,149.913,260.20526,5,0,-6.259
SOEVQPU12A6D4FCC09,Within (Album Version),A Perfect Murder,2007,146.013,202.23955,4,0,-5.099
SOJCIPT12AB0181305,Don't Stop The Music,Michael Stanley Band,1980,150.799,218.40934,9,1,-9.71
SOBKWVC12A8C13F95C,Traveller,Talvin Singh,1998,106.58,350.4322,10,0,-10.587
SOYUCBW12AB0189C9A,Superstar Dog,Curtis,1999,127.874,456.51546,11,0,-11.009
SOEQGVM12A8C132AB5,Madazulu,Deep Forest,1997,133.392,301.06077,1,0,-8.688
SOZPBWN12A58A7C3C4,Depressionista,Every Time I Die,2007,95.611,148.92363,9,1,-4.912
SOMRGMY12A6D4F93A8,Boring,Lifer,2001,104.587,228.62322,5,1,-4.739
SOSFKCZ12AF72A3C24,Riot Squad (1991 Digital Remaster),Bad Brains,1983,127.191,119.71873,5,0,-10.19
SOHHVXI12A6D4F69E3,Intro,Diamond D,1997,146.852,52.79302,1,1,-13.149
SOFAQLG12A8C13AC04,Im Slowly Turning Into You,The White Stripes,2007,131.279,274.59873,7,1,-6.209
SOOTRFL12A6D4F5428,Sag Ihnen Bescheid,Headliners,2005,160.158,216.89424,9,1,-5.893
SOVZVNF12A67ADA382,Bare As You Dare,Lady Saw,1994,97.004,230.53016,11,1,-11.485
SOHJRZY12A63110838,It Only Takes Two To Tango,The Stranglers,1981,107.657,217.96526,4,1,-10.011
SOCNGFJ12A6D4F6DFD,Crash And Burn [Home Demo],Funeral For A Friend,2007,105.324,261.14567,8,0,-14.957
SOESUUA12A58A7BA05,Bad Dreams,Lyrics Born,2003,85.012,200.38485,1,1,-5.167
SOJRJDG12AF72A7B93,Praying For Time,George Michael,1990,127.844,281.33832,10,1,-8.183
SOTNNLV12A8C1344BF,Telephone Song,The Vaughan Brothers;Stevie Ray Vaughan;Jimmy Vaughan,1990,117.947,208.48281,8,1,-8.066
SOZIGEW12AB0183C28,Dancer (2007 Digital Remaster),Babe Ruth,1975,111.315,365.16526,4,1,-8.351
SOHCBTN12A8C134568,Don't You Know How Much I Love You,Ronnie Milsap,1983,112.88,151.37914,7,1,-12.581
SOMCIIM12A8AE49622,Echo,Joe Satriani,1987,100.171,469.60281,4,0,-10.256
SOIRHHH12AB01807F0,Château de sable,Rokia Traoré,2000,96.311,340.50567,7,1,-13.807
SOIHJSD12A6701EB04,Locomotive (Complicity),Guns N' Roses,1991,118.101,524.87791,1,1,-7.219
SOJKLCP12AB0183BA1,Joking,Speaker,1999,131.968,188.29016,9,0,-4.63
SOMLFVN12A8C136135,Safe Passage,Michael Gettel,1996,101.529,330.97098,7,1,-16.934
SOXAOIN12A8C138D34,That Rock Won't Roll,Restless Heart,1986,114.382,210.46812,9,1,-13.644
SOIGNJY12A8C13AE1A,Wake The Sleeper,Uriah Heep,2008,127.962,212.84526,4,1,-4.014
SODIRMS12A8C140C52,EU A4,Stress Assassin,2003,163.725,229.53751,0,1,-11.957
SOAZRCH12AB017A84D,Start The Fire,Margaret Becker,1989,149.916,261.04118,9,1,-9.803
SOCDZMU12A8C13C256,Gone,Sugarbomb,2001,139.778,219.74159,2,1,-4.866
SOKNFFM12A81C216F3,Desde mi cielo,Mago de Oz,2005,110.255,380.682,2,1,-7.736
SOFMQDK12AF729D3C8,Don't Lie,Dead To Me,2006,201.123,145.55383,4,1,-5.603
SOQTSEW12AB0180ED2,Warum rappst du?,Kool Savas,2000,81.224,79.93424,6,0,-5.031
SODXHIZ12A58A7A889,One Eyed Jack,Joe McBride,2005,91.979,314.06975,0,1,-10.203
SOFNFIL12A8AE47377,Are We Here ?,Orbital,1994,95.315,933.642,0,1,-10.328
SOZGZSN12A8C1407E3,Cutdown,Bongzilla,2005,91.498,419.68281,11,1,-6.407
SOSSUGT12A8C138F9F,Rompan Todo,2 Minutos,2006,203.994,88.58077,5,1,-3.211
SOXHSTL12A8C13B5A6,Chime (edit),Orbital,1990,120.938,192.20853,5,0,-6.924
SOXAUYW12A6D4F7DAB,Say Hello,April Wine,1979,166.036,179.04281,2,1,-13.666
SOQYGKF12A6D4F77EC,I'm Not Worth the Tears,Dolly Parton,1967,95.981,152.45016,8,1,-12.144
SOWWEWC12A6D4F8A87,Little Louie Bonus,The Bucketheads,1995,121.896,383.16363,1,1,-16.486
SOGEQKA12A6D4FA27C,Love Ain't No Stranger (2003 Digital Remaster),Whitesnake,2003,125.022,252.08118,11,0,-8.706
SOBJOLG12A8C13CC69,We Are Not Impartial,The Chap,2006,72.073,170.05669,9,1,-9.502
SOJCBAM12A6701FD04,Paralyzed,The Cardigans,1998,145.271,296.85506,3,1,-6.966
SOJEEKG12A8AE48C77,The Day After (featuring Syleena Johnson) (Explicit Chopped & Screwed Version),Twista,2005,90.158,200.98567,7,1,-8.273
SOLYAFD12A6702090E,Get It Poppin' [Featuring Nelly]  (Album Version - Exp. Version) [Serban Main 4/20/05],Fat Joe,2005,100.783,211.59138,5,1,-7.239
SOLKBKQ12A8C13400C,I WANNA HEAR IT FROM YOU,Eddy Raven,1995,133.428,204.85179,5,1,-11.14
SOJPZIX12AB018B2BD,Heather,Floor,2009,160.598,211.90485,0,1,-7.033
SOHZHHE12A8C1360C0,Oblivious Darkness,Astarte,2002,129.088,515.36934,4,0,-4.694
SOBQSLF12A8C139785,Silent Night,Sergio Franchi,1987,69.768,170.94485,8,1,-16.407
SOLAZFN12AB018A094,Lady Marmalade,Mongo Santamaria,1975,118.295,194.76853,2,0,-8.674
SOGMROZ12A679D8AE9,Wrapped Around Your Finger,The Police,1983,85.207,313.70404,9,0,-14.361
SOTYGMX12AB018A0BA,L'a fête komine,Edith Lefel,1992,135.099,246.30812,11,0,-11.613
SOJGCRU12A8C1323B7,New Pony,Bob Dylan,1978,80.7,278.96118,9,1,-5.563
SORXWXC12A6D4F87B3,Gwendolina,Line Renaud,1994,137.567,146.15465,7,1,-12.158
SOUDMHF12AAF3B4AB9,Degrees of Freedom,Rhian Sheehan,2002,216.023,314.48771,8,0,-10.215
SOXZWTN12A58A7C2A4,Tonight Will Last Forever (Album Version),Mest,2005,176.16,255.50322,7,1,-8.247
SOCCMDY12AB01877A8,I've Got a Home,Five Blind Boys of Alabama,2008,93.417,131.81342,10,1,-7.495
SODVIWU12A6D4FCDA6,Writing Paper Blues,Blind Willie McTell,1927,131.624,191.73832,3,1,-11.383
SOUATDY12AB0185157,FEZ-Being Born,U2,2009,187.844,316.96934,7,1,-7.896
SOBRUSQ12A6701DF34,Raining On Our Love,Shania Twain,1995,82.789,278.54322,6,1,-11.958
SOIMYXI12AB018106C,Over The Edge,Akon,2008,126.983,266.89261,5,0,-6.102
SOICTFT12AB0187B69,All For Nothing,Since The Flood,2007,189.987,117.08036,2,1,-2.191
SOSWVUB12A6D4FCB1D,Melodia Simple,La Mancha De Rolando,2003,100.046,243.98322,4,1,-4.296
SOXVBBS12A58A7E482,Hey Joe,Carl Smith,1993,120.546,141.47873,2,1,-11.852
SOTDILJ12AB0188A2B,Enough,Storyville,1998,109.085,263.41832,0,1,-6.18
SOKHJSC12A8C14016E,The Luck You Got,The High Strung,2005,139.72,187.27138,7,1,-3.765
SOSDWRI12A8C1443CB,Strange Fruit,James Carter,2003,81.492,258.42893,5,0,-6.115
SOTSNQM12AB0183738,Down On Him,Pursuit Of Happiness,1988,131.966,151.01342,7,1,-10.133
SOIDEHN12AAA8C4B80,Guided By History,Mithotyn,1999,110.897,391.02649,0,1,-7.078
SOTSDZS12A6D4F65D9,Search For Jenny,Francis Lai,1970,85.131,184.45016,9,0,-16.45
SOXTBTY12A8C134A43,Crash Course,UK Subs,1979,123.26,140.30322,10,1,-11.031
SOKJYBX12AF72A900B,Ley Lines,Embrace the End,2008,119.827,364.14649,5,1,-3.6
SORIWFK12A8C137A62,Au Bout De La Marelle,Patrick Bruel,1999,105.994,257.2273,7,1,-8.086
SOODQEF12A58A7AF5F,Destined To Win,DeGarmo & Key,1988,120.548,203.62404,4,1,-6.917
SOAXBAE12A6D4F79C3,Heaven Only Knows,K-OS,2002,90.507,235.04934,5,0,-9.642
SOZUAJB12AB017CE56,I'm Wrong,Dave Hollister,2006,113.09,301.87057,1,1,-4.942
SOEUEUI12A6701E4AB,I've Been Thinking featuring Cat Power (Album Version),Handsome Boy Modeling School,2004,160.02,324.07465,8,1,-9.423
SOZICZX12A8C136A61,The Journey North,Michael Gettel,1999,94.849,338.75546,2,1,-10.879
SOFHWIG12AB01855B5,Tell It Like It T-I-IS (Album Version),The B-52's,1992,136.767,313.20771,11,1,-7.465
SOHAVVY12A8C1422E6,De Onda,Bersuit Vergarabat,1998,121.764,181.18485,0,1,-7.301
SOYVCJU12A67AD8617,The Carpal Tunnel Of Love,Fall Out Boy,2007,140.878,203.91138,2,0,-3.237
SOZFZMX12AB018BE08,Coming Undone,Tantric,2009,140.111,176.43057,9,0,-2.741
SOSBBAV12AB018F27C,Summer Love Triangle,David Tao,2009,136.749,260.33587,2,1,-4.602
SOJBTDV12A6D4F776A,Don't Mess With Me (2006 Digital Remaster),Whitesnake,1978,114.902,204.14649,2,1,-4.556
SONOEAE12A6D4FB32B,Just Keep It Up,Dee Clark,1990,95.948,132.07465,10,1,-16.865
SOLIWUR12A58A7D769,An Mouvman,Kassav',2009,147.781,268.90404,2,1,-8.158
SOCJFFQ12A8C13E02A,'Ti Monde (LP Version),BeauSoleil,1991,119.663,268.30322,5,1,-13.758
SOKQDCS12AF72A920F,Make Me Bad,Korn,1999,110.071,231.73179,2,1,-6.378
SOKKMRS12A67ADD134,Sensory Deprivation Adventure,From Autumn To Ashes,2007,93.061,175.80363,2,0,-5.911
SOKUBEF12A6D4FA3B8,Dying Batteries,Casiotone For The Painfully Alone,2001,78.16,51.01669,0,1,-20.499
SOAFUPM12A6D4FD26F,A Brief History of Shitty Comedy,Patton Oswalt,2004,75.669,121.96526,8,0,-13.322
SOONSSK12A6D4F94E0,Surf Bat (Album Version),45 Grave,1983,173.581,118.38649,9,1,-10.285
SOQOVSL12AB01897AB,I Dream Of Chi Chi,Brian Tyler,2009,104.988,52.87138,0,1,-19.963
SOAGYNF12AB0187EEE,The Jezebel Spirit,Brian Eno And David Byrne,1981,118.203,296.33261,1,1,-8.209
SOQKYWC12A8C136A4F,Canto Triste,Edu Lobo,1967,84.853,309.52444,2,0,-18.581
SOLNHID12A58A78106,Say Your Prayers,Gang Starr,1991,166.092,84.63628,0,1,-18.7
SOALFBA12A81C20681,Part 1 (19 Flowerpots_ 2 Hammered Dulcimers_ Bavarian Zither_ Shakuhachi),Stephan Micus,1988,142.158,519.8624,0,1,-22.517
SOJKNYV12A8C133E9C,Devon,Gabriel Yared,2003,111.577,229.98159,9,1,-19.64
SOYZHTW12A58A7DAD9,White Feather,Wolfmother,2009,110.441,316.21179,4,1,-6.183
SOEHTZE12A6310F0F2,One I Love,Coldplay,2002,134.027,274.41587,2,1,-7.446
SODRLDV12A8C13D25E,Isolate,ZO2,2007,150.715,276.4273,7,1,-4.098
SOELMDY12A6D4FB18A,California_ Gracefully,Every Time I Die,2001,93.458,171.59791,9,1,-4.029
SOKVKEC12AB0186B68,Don't Call Me Andy,Andrew W.K.,2006,120.153,165.51138,2,1,-3.378
SOQUGRT12A6701DD47,It's A Long Way Around,Burning Spear,1977,122.376,185.5473,0,1,-19.633
SOIIZIX12A6D4F799D,Narcotic,Methods Of Mayhem / Scott Kirkland,1999,116.04,199.31383,1,1,-3.246
SOGDJTG12AC960A37D,Still I Will,Lisa Lynne,2001,106.009,261.95546,9,0,-9.559
SOCDZDT12A6D4F8F73,Don't Worry Baby (1999 Digital Remaster),Bryan Ferry,1973,116.36,253.12608,4,1,-8.662
SONMSFX12AB018CD74,Ouça,Maysa,2008,103.172,180.87138,9,1,-10.919
SOIJQRD12AB01882D0,Kettle Black,BLEED THE SKY,2008,116.064,202.91873,1,0,-5.992
SOTIRUS12A8C13F53D,Storm In My Heart,Dolores Keane,1993,149.619,272.5873,5,1,-12.577
SOCTUML12A8AE45691,I'm On To You,Hurricane,1988,110.177,236.042,8,1,-4.618
SOCHSUI12A8C131C44,Night Life,Charlie McCoy,1991,90.81,282.53995,7,1,-13.027
SOIQFYV12A8C13EEB6,Wild Side,Mötley Crüe,1987,115.254,248.55465,7,1,-5.938
SOZFOCS12A8C142CA3,Big Time Charlie,Cockney Rejects,2007,84.59,182.25587,2,1,-3.132
SOCJAYM12A8C138772,Up North Trip,Mobb Deep,1995,87.747,298.00444,6,0,-5.16
SOOSLVC12A8C13E51E,For You,Mr. Lif,2006,107.32,327.6273,10,0,-7.144
SOGJYMK12AB018272A,Into My Eyes,Cherrelle,1999,145.607,290.82077,8,0,-6.222
SONFHHG12A58A7D321,Almost Us,Jim Chappell,1997,86.39,217.49506,7,1,-23.69
SOQPXJH12A8C13C3EA,Pretty Woman (LP Version),The Paul Butterfield Blues Band,1971,77.207,228.75383,3,1,-13.705
SOGMWOY12AB017FA59,Violence in Fluid Triceratops,Arsonists Get All The Girls,2009,129.824,240.92689,1,1,-3.424
SOLWUMG12A8C13106C,How Can You Resist It,Teena Marie,1990,81.947,328.56771,9,1,-11.037
SOCTKFG12AB017D983,He Will Break Your Heart,Jerry Butler,1960,87.758,167.18322,11,1,-18.341
SODEXMV12A8C13B960,Faces,RUN-DMC,1990,73.507,267.59791,10,0,-13.306
SOISAFU12CF5F882E5,How Does It Feel,Avril Lavigne,2004,118.055,224.93995,0,1,-4.772
SODYDMB12AC46896F8,Look Up At The Stars And You're Gone,Evergreen Terrace,2001,112.421,159.4771,7,1,-4.732
SOGOQUK12AB018C3F1,A Baby's Born,James Ingram,1993,76.385,376.68526,2,0,-11.937
SONQNCK12A8C13ADCB,The Saga Of Rita Joe,Danilo Perez / Claus Ogerman,2008,100.394,459.31057,4,1,-14.117
SOMGVPO12A6D4F81E4,Cerilene,Sister Hazel,1997,119.461,332.93016,10,1,-8.416
SOMCTKM12A8C138B86,Tiempos Dificiles,Juan Carlos Baglietto,1982,97.342,232.61995,10,1,-14.511
SOUHVMV12A58A7C4D9,Go Back,Crabby Appleton,1970,89.091,186.69669,1,1,-4.594
SOWROAS12A8C14258B,Goodbye (Solo Version),Billy Bragg,2008,81.256,180.1922,0,1,-17.81
SODREXM12AB017C1E8,You Tell Me,Johnny Cash,1959,196.303,80.03873,1,1,-13.136
SOQDCHV12A6D4FC12D,I Remember (amended album version),Lil Boosie,2006,171.85,243.35628,10,1,-3.165
SOZRIFJ12A67ADA4BE,Been There All The Time,Dinosaur Jr.,2007,253.357,220.70812,2,1,-3.868
SOIVHOS12A8C13759D,When,Wilshire,2003,126.179,181.49832,10,1,-4.601
SOOSUHA12A6BD53D30,Ostravaczech,Krystof,2006,130.042,285.67465,0,1,-10.084
SOVTEUT12AB0185D22,Qué Desilusión,Mägo de Oz,2010,121.955,295.31383,7,1,-4.638
SOTLPLH12A8C132E36,Banho De Amor,Moraes Moreira,1991,132.558,280.65914,0,1,-7.437
SOSZHGZ12A8C13B75E,Dream Lover,Plasmatics,1980,125.363,344.24118,0,1,-11.685
SOCGCVT12A6D4FAF6F,Party In The Sky,Inspiral Carpets,1994,187.66,232.12363,7,1,-11.319
SOSQILZ12AB0185AFB,I Can't Wait 'Til Christmas (LP Version),Bryan White,1999,126.618,240.90077,0,1,-8.278
SOLYFEM12A8AE4836E,Gun Thirsty,Bounty Killer,2001,96.006,225.25342,7,1,-7.629
SOHOSLP12AB01805E6,Hollow Dream,M.I.K.E.,2006,135.053,440.52853,6,1,-10.744
SOMTPYO12A8C14413D,Uptown,Camp Lo,2009,90.983,214.46485,9,0,-9.06
SOAEPLE12AB0186815,That Blows My Mind (Slammin' and Way Out There!),The Gone Jackals,1998,177.563,228.93669,2,1,-5.376
SOCFXMH12A6D4FD1B8,Ego Trip by Nikki Giovanni,Blackalicious,1999,60.017,104.93342,1,0,-5.625
SOMXUAV12AB0188A0E,Dedicated To The One I Love,The Shirelles,1960,71.597,127.29424,10,1,-11.539
SOJIRPT12AB01877A6,Walking In Dub,Burning Spear,2009,135.033,146.88608,11,0,-13.615
SODTJWJ12CF5F88321,I Know Somethin (Bout You),Alice In Chains,1990,114.758,261.77261,3,0,-9.66
SOMDRBE12AB01813EA,Sweet & Dandy,Toots & The Maytals,1984,163.748,169.53424,4,1,-5.914
SOCGJEM12AB0185E26,When I Grow Up,Fever Ray,2009,122.934,359.36608,0,1,-6.637
SOGTRKA12A8C137D72,Somos Gitanos,Gipsy Kings,2001,118.056,222.92853,7,1,-5.057
SOQVDWT12AC468A52B,I Remember,Patrick Lamb,2007,93.041,290.37669,5,1,-5.536
SOHSENM12AB017FFF5,The Last Round,Amoral,2004,141.746,520.88118,7,1,-5.532
SOAIQBP12AB01899F4,You've Never Been Right - (Live In Boston_ MA 2008),Melvins,2009,115.007,165.38077,7,1,-14.682
SOWWLVP12A8C138BFB,Magdalaine,L.A. Guns,1989,150.3,398.44526,1,1,-9.244
SONIHFO12CF5F87D6C,Piece Of My Heart,Janis Joplin,1972,80.455,266.23955,4,1,-10.561
SOVJUCU12A8C138B3E,No More Blues,Jimmy Wyble,2005,80.016,181.96853,8,1,-18.891
SOHSILH12A58A7CA6B,Hot Night Downtown,Charlie Peacock,1988,118.155,202.34404,4,1,-9.535
SOOGMHS12AB017D84A,Tootie Blues,Paul Geremia,2004,116.318,204.56444,0,1,-14.554
SOFNSNQ12AB01833D2,Obstacles in My Way,Walter Trout,1997,166.411,233.24689,7,1,-8.392
SODKVWC12AF72A53CF,Face Drop,Sean Kingston,2009,168.02,184.58077,2,1,-3.426
SOFUKSP12A8C1416DC,Gone Dead On You Blues,Blind Lemon Jefferson,1972,132.59,165.35465,5,0,-24.321
SOQQIOF12A8AE47FD0,Les chasseurs d'esclaves,Gabriel Yared,2006,111.034,118.83057,2,1,-13.005
SOWDQHL12A6D4FAE8F,La Marca De Tus Labios,Sergio Dalma,1995,124.008,279.24853,0,1,-6.213
SORYSZW12AB0188A2A,Ammunition,The Jane Shermans,2008,140.143,235.49342,2,1,-6.299
SOJWCMG12A8AE46D46,I Love This Town,Bon Jovi,2007,134.293,286.35383,1,1,-3.38
SOTOIUP12AB0180CA0,Got To Find My Little Woman,Blind Boy Fuller,2005,87.899,151.19628,10,1,-14.243
SOSLKBG12AB018D75E,The Happy Organ,"Dave ""Baby"" Cortez",1976,185.559,125.6224,0,1,-11.19
SOLVYRN12AF72A9C09,Can You Dance With Me?,Andrew W.K.,2006,161.874,127.4771,2,1,-2.445
SOBCOMU12A8C1330B0,Buddy and Santa's Flight,John Debney,2003,83.95,74.762,0,1,-17.712
SONDBYI12A6310D81C,Outro,Rakim,1997,50.059,79.93424,0,1,-22.214
SOKEAOU12A6D4FB6B2,Out Of The Blue,Tommy James And The Shondells,1989,133.312,146.02404,0,1,-11.693
SONFVHA12A6D4F932F,Satin Doll,Terry Callier,2007,92.927,258.19383,7,1,-19.933
SOFMCTW12A8C139DDA,The Raggle Taggle Gypsy,The Chieftains,2003,210.957,187.92444,7,0,-6.984
SOBRNCK12A8C13FB92,No Night In Zion - Original,Count Ossie,1994,137.714,234.9971,11,1,-14.835
SOAEJTI12A8C145051,Shogun [with fade_ for special edition],Trivium,2008,140.112,678.76526,11,0,-4.002
SOIPEKK12AB01805B4,When The Saints Go Marching In,Precious Bryant,2002,130.453,164.8322,9,1,-11.425
SOBQKWL12A8C14337F,Town Topic (Instrumental),Casiotone For The Painfully Alone,2008,125.663,115.17342,0,1,-7.807
SOUCLBZ12AB0182A5A,Waterfall,Jeff Wahl,2003,243.195,43.88526,1,0,-23.366
SOGVPUQ12AC468BCA8,Humppa,Kapelle Herrenweide,2009,109.293,214.36036,2,0,-12.246
SOEKMUY12AB018CB47,Porcelain Man,John Debney,1999,91.249,76.79955,10,1,-32.637
SOZVXUQ12AB01832CC,Turntable Terrorist,Sonic Subjunkies,1995,149.853,327.73179,7,1,-10.22
SOKEFDU12AB0187D54,PDA,Backstreet Boys,2009,122.988,228.38812,6,0,-5.98
SOFGBOY12AB018549F,(Wake Up) Time to Die,Lizzy Borden,1985,107.886,371.19955,5,1,-9.657
SOQBKAT12A81C20661,I Only Have Eyes For You (Album Version),John Stevens,2005,244.366,245.44608,10,1,-12.785
SOSUVCW12A8C13580D,Horrible,Jack Off Jill,1995,177.866,149.36771,8,1,-12.625
SOIXENX12A8C134CE1,Another Year,K's Choice,2000,171.648,207.56853,9,1,-11.622
SOSPNDI12AB017F769,Noches Arabes,Los Fabulosos Cadillacs,1986,0.0,187.0624,0,0,-15.909
SOFZNZA12A6D4F8B0D,Memphis In The Meantime,John Hiatt,1987,181.355,239.5424,9,1,-8.626
SOOCRIF12AB0181137,Knowledge Is King,Kool Moe Dee,1989,107.905,219.76771,5,1,-16.205
SOAJEOO12A8C13A2FF,Decir Adios,Carlos Ponce,1999,84.631,269.97506,1,0,-8.704
SOKHEON12A8C13EABE,Pranafestation,Desert Dwellers,2006,86.675,406.17751,10,1,-11.128
